event_id,device_id,device_type,warehouse_id,zone,location_id,event_timestamp,speed_mph,battery_pct,temperature_f,carrying_sku,carrying_qty,event_type,_ingested_at
890e149f-f1a0-4b70-a8a9-195d53ffacad,DEV-OR-05-008,conveyor_sensor,WH-NOR-05,ZONE-B,LOC-OR-05-J15-02,2026-03-25T22:18:07,0.0,52,66.6,SKU-00780,48,picking,2026-04-30T04:36:50.726872
a10586ec-deba-46af-8ebe-da00fa1704c1,DEV-OU-09-000,conveyor_sensor,WH-SOU-09,SHIPPING,LOC-OU-09-P30-06,2026-04-21T17:23:45,0.0,99,72.5,,0,idle,2026-04-30T04:36:50.726872
e472b273-7f3e-47a9-b15e-9efd0ea0e62c,DEV-ES-07-001,temp_sensor,WH-WES-07,ZONE-A,LOC-ES-07-D28-05,2026-03-16T13:45:19,0.0,48,70.0,,0,charging,2026-04-30T04:36:50.726872
4e66dab4-f5e6-4d14-a949-ec54fc0b6954,DEV-OR-05-004,temp_sensor,WH-NOR-05,ZONE-E,LOC-OR-05-F13-07,2026-02-04T19:08:27,0.0,38,42.6,,0,idle,2026-04-30T04:36:50.726872
9826d8af-20ec-4873-a13e-60ff3e6b7c5d,DEV-OR-04-010,temp_sensor,WH-NOR-04,ZONE-C,LOC-OR-04-E30-02,2026-04-28T06:53:56,0.0,68,35.2,,0,idle,2026-04-30T04:36:50.726872
4295eb04-6ebc-423e-8797-ca7369dba3ec,DEV-OR-04-010,temp_sensor,WH-NOR-04,ZONE-B,LOC-OR-04-I13-06,2026-03-29T16:57:49,0.0,99,39.7,SKU-00691,31,picking,2026-04-30T04:36:50.726872
07f7ad41-5e99-4293-ae87-033619c150ce,DEV-ES-07-001,temp_sensor,WH-WES-07,ZONE-A,LOC-ES-07-B09-02,2026-03-11T05:49:22,0.0,57,70.5,,0,idle,2026-04-30T04:36:50.726872
44e0f01a-4bc2-462c-a16a-2e3da03076a3,DEV-AS-06-013,dock_door,WH-EAS-06,RECEIVING,LOC-AS-06-O05-05,2026-04-21T11:48:26,0.0,77,76.0,,0,charging,2026-04-30T04:36:50.726872
ceed48b2-1d8d-4e0f-af14-1de26af3a140,DEV-AS-01-012,dock_door,WH-EAS-01,ZONE-A,LOC-AS-01-I25-02,2026-04-17T22:58:15,0.0,14,57.2,,0,shipping,2026-04-30T04:36:50.726872
225afa10-33a5-453e-9b15-64908e4b4838,DEV-OR-05-000,forklift,WH-NOR-05,RECEIVING,LOC-OR-05-I15-01,2026-02-23T05:04:59,1.7,17,36.6,,0,idle,2026-04-30T04:36:50.726872
ade90de2-9c29-45ac-96d0-a7812c8577cf,DEV-EN-10-016,conveyor_sensor,WH-CEN-10,ZONE-C,LOC-EN-10-C14-01,2026-04-26T13:22:09,0.0,65,71.9,,0,idle,2026-04-30T04:36:50.726872
69d3468d-ac14-4e6b-a76e-e6cf5ae9169a,DEV-EN-10-000,forklift,WH-CEN-10,ZONE-C,LOC-EN-10-J06-04,2026-04-06T02:02:06,4.9,22,58.7,SKU-00643,50,picking,2026-04-30T04:36:50.726872
7956203e-c785-4320-9f4f-7043ed12b280,DEV-AS-01-005,pallet_jack,WH-EAS-01,RECEIVING,LOC-AS-01-N23-06,2026-03-11T05:31:02,0.0,12,34.2,,0,receiving,2026-04-30T04:36:50.726872
cec653d4-7e40-4b43-a747-446a5b7b0314,DEV-EN-08-009,dock_door,WH-CEN-08,RECEIVING,LOC-EN-08-K04-08,2026-03-12T02:44:51,0.0,65,69.1,SKU-00057,46,putaway,2026-04-30T04:36:50.726872
26c5c923-04dd-4cea-864c-b93e72483add,DEV-OR-04-013,dock_door,WH-NOR-04,ZONE-C,LOC-OR-04-N09-06,2026-02-19T08:15:10,0.0,80,66.7,,0,idle,2026-04-30T04:36:50.726872
2d824063-9755-492c-9f3c-f06af75eebb4,DEV-OR-04-010,temp_sensor,WH-NOR-04,RECEIVING,LOC-OR-04-J27-04,2026-02-03T22:22:45,0.0,70,42.4,,0,receiving,2026-04-30T04:36:50.726872
4860d6ac-4475-4e82-8e90-265875314831,DEV-AS-06-016,forklift,WH-EAS-06,ZONE-D,LOC-AS-06-G10-08,2026-03-02T20:31:43,2.7,74,67.9,,0,receiving,2026-04-30T04:36:50.726872
39c03660-1c1c-4765-8a21-9d098dec17ea,DEV-AS-06-007,temp_sensor,WH-EAS-06,SHIPPING,LOC-AS-06-E22-04,2026-02-24T19:54:49,0.0,17,55.9,SKU-00170,15,picking,2026-04-30T04:36:50.726872
9276533c-946c-47b2-badf-2d0dc7e90966,DEV-AS-03-006,forklift,WH-EAS-03,ZONE-A,LOC-AS-03-I13-08,2026-03-21T09:39:57,1.4,59,46.3,SKU-00910,14,picking,2026-04-30T04:36:50.726872
86762568-9aa8-4586-8f2b-58694331b55f,DEV-AS-06-004,temp_sensor,WH-EAS-06,ZONE-E,LOC-AS-06-K13-07,2026-03-22T07:17:17,0.0,85,41.3,SKU-00430,42,picking,2026-04-30T04:36:50.726872
4deeff37-f355-407b-8b0d-4fe1ca1bb5f8,DEV-OR-04-011,dock_door,WH-NOR-04,ZONE-A,LOC-OR-04-F27-01,2026-04-27T18:04:42,0.0,34,68.7,,0,moving,2026-04-30T04:36:50.726872
2b5c1c13-3f42-4903-ba4a-f27d8b05b202,DEV-AS-03-007,conveyor_sensor,WH-EAS-03,ZONE-E,LOC-AS-03-F11-08,2026-04-10T13:01:30,0.0,68,75.9,SKU-00390,31,putaway,2026-04-30T04:36:50.726872
e096b628-6782-4c5c-a06b-6effd523d887,DEV-AS-03-003,pallet_jack,WH-EAS-03,ZONE-C,LOC-AS-03-H23-01,2026-04-04T15:22:45,0.0,67,55.6,,0,charging,2026-04-30T04:36:50.726872
78ee916e-d349-4971-bc4d-fce7eb061639,DEV-OU-09-001,temp_sensor,WH-SOU-09,ZONE-C,LOC-OU-09-F09-02,2026-03-12T23:17:39,0.0,86,77.8,SKU-00209,44,picking,2026-04-30T04:36:50.726872
a27fee4f-2150-4b78-9e1e-3fd82a56e1a5,DEV-AS-03-005,pallet_jack,WH-EAS-03,ZONE-A,LOC-AS-03-G13-01,2026-02-21T13:47:19,0.0,24,69.9,SKU-00952,39,picking,2026-04-30T04:36:50.726872
824732ee-2286-49c9-a541-b7cf7d39cacd,DEV-AS-06-015,dock_door,WH-EAS-06,ZONE-C,LOC-AS-06-A04-01,2026-02-19T10:33:49,0.0,72,40.0,,0,receiving,2026-04-30T04:36:50.726872
ae41b5bf-4848-4dbe-9378-97029fda2321,DEV-OR-04-002,forklift,WH-NOR-04,RECEIVING,LOC-OR-04-N27-02,2026-04-15T17:14:17,6.2,91,69.7,SKU-00989,12,putaway,2026-04-30T04:36:50.726872
da8122f9-f3d9-4adc-8b6c-02bd97fdbeb7,DEV-OU-09-007,conveyor_sensor,WH-SOU-09,SHIPPING,LOC-OU-09-C16-05,2026-04-24T03:32:37,0.0,41,56.9,,0,moving,2026-04-30T04:36:50.726872
645f9a91-e918-4baf-a8d5-9e5dcafcead9,DEV-OU-09-000,conveyor_sensor,WH-SOU-09,SHIPPING,LOC-OU-09-K11-03,2026-02-21T07:19:34,0.0,32,69.8,,0,moving,2026-04-30T04:36:50.726872
663e188f-a281-4460-afb9-374c56702d10,DEV-AS-03-005,pallet_jack,WH-EAS-03,ZONE-A,LOC-AS-03-M05-07,2026-03-12T05:23:35,0.0,57,55.6,,0,receiving,2026-04-30T04:36:50.726872
fb198807-026c-42ca-8ce8-4a6f16600e77,DEV-OR-04-003,temp_sensor,WH-NOR-04,ZONE-E,LOC-OR-04-G18-05,2026-04-27T08:08:39,0.0,77,44.7,,0,shipping,2026-04-30T04:36:50.726872
1fc1e1cd-02f3-4afd-9586-b3ded5a5365f,DEV-EN-10-015,forklift,WH-CEN-10,ZONE-E,LOC-EN-10-N09-01,2026-04-14T22:01:44,5.4,81,57.5,,0,receiving,2026-04-30T04:36:50.726872
4d74192b-d311-4a7e-a4cb-910f8853f4df,DEV-AS-01-005,pallet_jack,WH-EAS-01,SHIPPING,LOC-AS-01-I15-03,2026-02-09T22:08:03,0.0,92,44.9,SKU-00046,48,picking,2026-04-30T04:36:50.726872
d4998090-f957-4df0-88e1-953355d86e49,DEV-ES-07-007,forklift,WH-WES-07,RECEIVING,LOC-ES-07-G16-02,2026-03-26T14:13:11,4.6,47,47.9,,0,receiving,2026-04-30T04:36:50.726872
d56bfde8-7f77-4aa3-9ac4-48a7c35229f0,DEV-OR-05-010,forklift,WH-NOR-05,ZONE-B,LOC-OR-05-B11-07,2026-01-30T09:36:39,7.7,92,46.3,SKU-00768,42,picking,2026-04-30T04:36:50.726872
9d50b06b-8a51-402b-8d27-97d2556c53d2,DEV-AS-02-000,temp_sensor,WH-EAS-02,ZONE-C,LOC-AS-02-D03-06,2026-03-02T20:38:37,0.0,26,50.4,SKU-00064,29,putaway,2026-04-30T04:36:50.726872
b02498a5-6e5f-4ffa-9700-eb9b34ebff6b,DEV-ES-07-008,forklift,WH-WES-07,ZONE-C,LOC-ES-07-I30-01,2026-04-04T00:18:01,5.6,70,57.7,SKU-00682,21,putaway,2026-04-30T04:36:50.726872
4ecfe39a-2a35-4e9c-aca5-f29f87793c17,DEV-AS-01-008,dock_door,WH-EAS-01,ZONE-A,LOC-AS-01-I02-05,2026-02-17T07:49:37,0.0,92,55.0,SKU-00047,44,putaway,2026-04-30T04:36:50.726872
c59a26db-496a-4182-91d1-e8a6d8251188,DEV-AS-06-013,dock_door,WH-EAS-06,RECEIVING,LOC-AS-06-H17-01,2026-04-06T08:42:19,0.0,51,41.2,SKU-00888,45,picking,2026-04-30T04:36:50.726872
9da72094-ccde-4bf4-96a3-1d1d6f2749d3,DEV-AS-01-003,conveyor_sensor,WH-EAS-01,ZONE-B,LOC-AS-01-F14-03,2026-03-24T20:11:27,0.0,69,34.9,,0,charging,2026-04-30T04:36:50.726872
f6016b14-d79a-4bac-b01b-cf4e0415954e,DEV-AS-03-008,temp_sensor,WH-EAS-03,ZONE-B,LOC-AS-03-F02-07,2026-04-06T15:41:36,0.0,64,33.6,,0,moving,2026-04-30T04:36:50.726872
9aeeb03e-03e4-4593-93ce-83c2572575cf,DEV-OR-04-012,forklift,WH-NOR-04,ZONE-A,LOC-OR-04-C21-02,2026-03-28T14:41:24,3.6,58,70.0,,0,idle,2026-04-30T04:36:50.726872
6a21af30-0724-46ec-aced-3b0a43adacd8,DEV-OR-04-010,temp_sensor,WH-NOR-04,ZONE-C,LOC-OR-04-N18-02,2026-03-25T02:55:59,0.0,80,39.9,SKU-00360,50,picking,2026-04-30T04:36:50.726872
3f4536dd-d5e1-404a-b921-f71fa024ef30,DEV-AS-06-005,forklift,WH-EAS-06,ZONE-C,LOC-AS-06-B04-02,2026-03-06T00:07:52,6.4,92,65.8,,0,idle,2026-04-30T04:36:50.726872
0ac2de7a-be5e-4d27-9e57-608fc5220da7,DEV-EN-08-015,conveyor_sensor,WH-CEN-08,RECEIVING,LOC-EN-08-E16-05,2026-02-22T08:48:31,0.0,10,60.8,SKU-00919,31,picking,2026-04-30T04:36:50.726872
a75a0017-0424-4711-af44-16ee3aec407f,DEV-OR-05-009,pallet_jack,WH-NOR-05,ZONE-C,LOC-OR-05-K20-06,2026-02-21T04:59:39,0.0,14,71.0,SKU-00497,4,picking,2026-04-30T04:36:50.726872
8747dae5-77d9-4516-abf5-b0e128367fe1,DEV-EN-08-002,temp_sensor,WH-CEN-08,ZONE-C,LOC-EN-08-K14-06,2026-02-10T16:51:59,0.0,19,51.8,,0,moving,2026-04-30T04:36:50.726872
a5853cd7-b51b-44d6-9140-0d766adcac97,DEV-AS-01-005,pallet_jack,WH-EAS-01,ZONE-A,LOC-AS-01-M27-05,2026-03-14T02:34:43,0.0,76,55.4,,0,idle,2026-04-30T04:36:50.726872
91f8c851-57d8-46bb-8f7b-f7dc4fac4bfd,DEV-OR-04-000,temp_sensor,WH-NOR-04,SHIPPING,LOC-OR-04-B29-04,2026-03-08T04:52:13,0.0,65,79.0,,0,idle,2026-04-30T04:36:50.726872
5801b559-2276-436b-a355-afd32ecdd434,DEV-OU-09-006,conveyor_sensor,WH-SOU-09,ZONE-B,LOC-OU-09-D10-02,2026-02-20T14:22:06,0.0,51,46.1,,0,moving,2026-04-30T04:36:50.726872
bd92abbc-c7d7-43ca-82a5-cc07c91c03dc,DEV-AS-01-004,forklift,WH-EAS-01,ZONE-A,LOC-AS-01-P20-04,2026-02-10T06:40:04,2.4,49,43.1,,0,charging,2026-04-30T04:36:50.726872
287e7395-712e-403b-a20d-1134d90d958d,DEV-EN-10-009,dock_door,WH-CEN-10,ZONE-B,LOC-EN-10-O25-02,2026-04-26T10:25:15,0.0,88,51.1,SKU-00589,47,picking,2026-04-30T04:36:50.726872
d7edb907-7ff7-4573-9128-d145de79568e,DEV-EN-08-004,conveyor_sensor,WH-CEN-08,ZONE-B,LOC-EN-08-M30-01,2026-02-02T15:14:29,0.0,58,68.9,SKU-00204,32,putaway,2026-04-30T04:36:50.726872
9588b25d-5f41-44b0-b16c-33cf92a157e4,DEV-AS-01-000,dock_door,WH-EAS-01,RECEIVING,LOC-AS-01-A22-05,2026-02-08T03:53:09,0.0,93,74.1,SKU-00946,8,putaway,2026-04-30T04:36:50.726872
6e1c9b12-64a7-4a51-a678-f050950ad774,DEV-EN-10-014,temp_sensor,WH-CEN-10,ZONE-A,LOC-EN-10-A25-06,2026-03-12T02:00:52,0.0,53,42.7,SKU-00875,30,picking,2026-04-30T04:36:50.726872
7bbd8d01-2093-497f-bf85-96562c33617b,DEV-AS-06-014,conveyor_sensor,WH-EAS-06,ZONE-A,LOC-AS-06-E23-02,2026-04-07T08:40:49,0.0,76,41.4,,0,moving,2026-04-30T04:36:50.726872
1c155b4c-2422-43fc-8953-172910a25524,DEV-EN-10-006,pallet_jack,WH-CEN-10,ZONE-A,LOC-EN-10-F21-06,2026-03-14T09:32:05,0.0,26,48.1,SKU-00909,16,picking,2026-04-30T04:36:50.726872
1dce70ad-7157-4b31-a384-c53bcc5ddbcc,DEV-OR-05-009,pallet_jack,WH-NOR-05,ZONE-D,LOC-OR-05-K23-02,2026-02-13T13:47:52,0.0,97,76.0,,0,moving,2026-04-30T04:36:50.726872
55159833-7555-47d7-93a2-fda0cb48ab7c,DEV-AS-01-003,conveyor_sensor,WH-EAS-01,ZONE-A,LOC-AS-01-J16-08,2026-03-07T08:23:31,0.0,35,40.2,,0,charging,2026-04-30T04:36:50.726872
4ac87aef-42fd-435f-9a61-a944153ab493,DEV-AS-01-010,forklift,WH-EAS-01,ZONE-C,LOC-AS-01-L07-05,2026-04-07T03:37:43,0.5,44,62.8,,0,receiving,2026-04-30T04:36:50.726872
f6ce4b9b-2da8-47e7-a30d-25e629812a40,DEV-EN-10-014,temp_sensor,WH-CEN-10,ZONE-A,LOC-EN-10-J28-05,2026-03-10T02:16:42,0.0,82,53.7,SKU-00455,2,picking,2026-04-30T04:36:50.726872
d67499c4-4609-4a08-98b6-b2c4616b263d,DEV-OR-05-005,dock_door,WH-NOR-05,ZONE-B,LOC-OR-05-F13-05,2026-04-12T04:01:01,0.0,80,46.5,SKU-00462,9,putaway,2026-04-30T04:36:50.726872
19235afd-8d9f-4ad4-ad28-2d70f68077e6,DEV-OR-04-009,forklift,WH-NOR-04,ZONE-B,LOC-OR-04-F25-03,2026-03-23T05:24:51,4.5,90,51.5,,0,moving,2026-04-30T04:36:50.726872
b7fdc7e3-ad29-4652-b9e8-cdf382274733,DEV-AS-02-000,temp_sensor,WH-EAS-02,ZONE-E,LOC-AS-02-N04-04,2026-04-02T17:43:07,0.0,39,76.8,,0,receiving,2026-04-30T04:36:50.726872
6daa177d-4da8-4110-9d9e-53ddd9a4d2c9,DEV-AS-01-007,dock_door,WH-EAS-01,SHIPPING,LOC-AS-01-L19-02,2026-04-17T00:39:52,0.0,24,65.2,,0,moving,2026-04-30T04:36:50.726872
01098a10-f1eb-446b-a007-535ba5a0abb8,DEV-AS-06-000,pallet_jack,WH-EAS-06,ZONE-A,LOC-AS-06-P10-01,2026-03-03T11:10:13,0.0,39,57.2,,0,charging,2026-04-30T04:36:50.726872
dee2ad8d-5664-4b51-9ac8-a8b21cfa5287,DEV-ES-07-001,temp_sensor,WH-WES-07,ZONE-C,LOC-ES-07-G12-02,2026-02-26T17:01:53,0.0,15,39.9,SKU-00087,4,putaway,2026-04-30T04:36:50.726872
e019de95-93d7-4644-b6a6-9addeca74f7e,DEV-ES-07-007,forklift,WH-WES-07,ZONE-E,LOC-ES-07-E02-06,2026-04-05T00:20:45,2.5,88,71.4,,0,idle,2026-04-30T04:36:50.726872
66abe843-ff91-4a48-86cb-433811541636,DEV-EN-10-014,temp_sensor,WH-CEN-10,ZONE-E,LOC-EN-10-D05-02,2026-03-12T22:04:24,0.0,56,78.5,SKU-00936,28,putaway,2026-04-30T04:36:50.726872
94c1a04e-7c6f-4ba5-9d14-c530a5c0d747,DEV-EN-10-014,temp_sensor,WH-CEN-10,ZONE-A,LOC-EN-10-D11-07,2026-02-26T05:31:22,0.0,15,32.3,,0,idle,2026-04-30T04:36:50.726872
3c5c424b-04b2-4890-b339-5719c4cd6c37,DEV-EN-08-006,dock_door,WH-CEN-08,ZONE-A,LOC-EN-08-M16-03,2026-04-02T18:04:26,0.0,86,33.1,SKU-00950,25,putaway,2026-04-30T04:36:50.726872
a27b7a52-4089-42ca-95ee-70255b75281f,DEV-EN-08-012,temp_sensor,WH-CEN-08,SHIPPING,LOC-EN-08-D12-01,2026-03-07T22:51:50,0.0,11,35.8,,0,moving,2026-04-30T04:36:50.726872
c24b5d44-eb4d-4210-b075-2c269e1ffbd8,DEV-AS-01-009,dock_door,WH-EAS-01,SHIPPING,LOC-AS-01-N05-04,2026-03-08T10:51:38,0.0,26,56.1,SKU-00610,25,putaway,2026-04-30T04:36:50.726872
9a79a9d9-9c60-4ab7-9821-34ad50566aaf,DEV-ES-07-002,pallet_jack,WH-WES-07,ZONE-A,LOC-ES-07-F12-07,2026-04-16T02:42:08,0.0,48,65.0,SKU-00136,30,putaway,2026-04-30T04:36:50.726872
d0c722f9-00c1-44e4-9a50-b80ad4e9c82a,DEV-EN-10-004,conveyor_sensor,WH-CEN-10,RECEIVING,LOC-EN-10-I20-04,2026-04-18T08:14:42,0.0,87,36.0,SKU-00939,5,picking,2026-04-30T04:36:50.726872
0bfeafbe-be0b-4be7-b7a5-717bac33ce0c,DEV-OR-05-003,conveyor_sensor,WH-NOR-05,ZONE-E,LOC-OR-05-K29-05,2026-02-06T07:39:54,0.0,65,63.5,,0,moving,2026-04-30T04:36:50.726872
3d91655f-7400-46a0-bd79-1d8c82dd72b4,DEV-OU-09-002,forklift,WH-SOU-09,ZONE-E,LOC-OU-09-D16-08,2026-04-01T07:55:10,7.6,80,50.7,,0,shipping,2026-04-30T04:36:50.726872
0da8a69a-ba99-4312-b82a-8181bf70f7eb,DEV-AS-02-007,temp_sensor,WH-EAS-02,ZONE-A,LOC-AS-02-O24-04,2026-03-15T11:28:36,0.0,90,49.0,,0,charging,2026-04-30T04:36:50.726872
97c2c590-c6d8-4b63-804f-b16f730c462a,DEV-OR-04-002,forklift,WH-NOR-04,ZONE-B,LOC-OR-04-M04-02,2026-02-18T11:47:59,7.3,91,39.0,,0,receiving,2026-04-30T04:36:50.726872
ceeaa414-8b16-44c9-b8ce-b4f68e04f5ee,DEV-AS-03-000,temp_sensor,WH-EAS-03,ZONE-B,LOC-AS-03-J07-06,2026-03-03T22:57:53,0.0,24,47.8,SKU-00046,1,putaway,2026-04-30T04:36:50.726872
2e26a9fe-5ced-4f88-8ab7-c17b671aa290,DEV-EN-10-000,forklift,WH-CEN-10,SHIPPING,LOC-EN-10-L18-05,2026-02-08T17:12:35,0.9,21,47.9,SKU-00581,8,picking,2026-04-30T04:36:50.726872
4398b3d3-50d1-4dba-bdcb-5a41adf5465a,DEV-AS-01-008,dock_door,WH-EAS-01,ZONE-C,LOC-AS-01-F26-05,2026-01-31T05:43:50,0.0,41,38.0,SKU-00288,21,picking,2026-04-30T04:36:50.726872
d6b71241-ca20-4593-a531-5080ae9de9f4,DEV-EN-08-002,temp_sensor,WH-CEN-08,RECEIVING,LOC-EN-08-A11-04,2026-02-23T10:50:39,0.0,51,34.7,SKU-00181,15,picking,2026-04-30T04:36:50.726872
1c3b0a47-7970-4107-83b0-36c80c2fb6c5,DEV-AS-06-001,temp_sensor,WH-EAS-06,ZONE-C,LOC-AS-06-L06-08,2026-03-17T19:37:50,0.0,47,34.7,,0,moving,2026-04-30T04:36:50.726872
26441328-5864-4348-9378-ebcc05aeb391,DEV-AS-02-002,forklift,WH-EAS-02,SHIPPING,LOC-AS-02-P07-03,2026-03-06T07:09:31,2.3,15,73.7,,0,receiving,2026-04-30T04:36:50.726872
56c3a581-fb9a-45fc-b012-26da5635ea5e,DEV-OR-05-008,conveyor_sensor,WH-NOR-05,SHIPPING,LOC-OR-05-H22-06,2026-04-15T10:45:33,0.0,51,56.0,,0,charging,2026-04-30T04:36:50.726872
148383bf-d625-4233-918b-ee076963b4ef,DEV-EN-08-015,conveyor_sensor,WH-CEN-08,ZONE-B,LOC-EN-08-M03-05,2026-03-25T00:09:38,0.0,41,42.1,,0,idle,2026-04-30T04:36:50.726872
0c23696b-e173-4009-8a79-b55d0a3160b6,DEV-EN-10-003,temp_sensor,WH-CEN-10,RECEIVING,LOC-EN-10-A28-02,2026-04-18T21:10:05,0.0,28,36.1,,0,moving,2026-04-30T04:36:50.726872
55a902c7-c118-432d-9bae-5022934401ce,DEV-ES-07-001,temp_sensor,WH-WES-07,ZONE-E,LOC-ES-07-G14-04,2026-02-11T18:30:55,0.0,10,45.9,,0,moving,2026-04-30T04:36:50.726872
bcc5250e-f654-4368-8a52-df45dffd1104,DEV-OR-04-003,temp_sensor,WH-NOR-04,ZONE-C,LOC-OR-04-F10-05,2026-04-10T00:09:15,0.0,93,38.1,,0,idle,2026-04-30T04:36:50.726872
a3f45cc8-b260-4553-a773-f6bcae4fb18b,DEV-OR-04-006,pallet_jack,WH-NOR-04,ZONE-D,LOC-OR-04-I19-01,2026-04-10T10:42:27,0.0,20,42.0,,0,idle,2026-04-30T04:36:50.726872
5c383569-19a8-4a31-9495-145efa511970,DEV-AS-01-012,dock_door,WH-EAS-01,ZONE-A,LOC-AS-01-H08-04,2026-04-18T22:43:35,0.0,91,54.9,SKU-00617,40,picking,2026-04-30T04:36:50.726872
73622094-da08-4eb9-af1f-01787679df6f,DEV-OR-04-008,dock_door,WH-NOR-04,ZONE-C,LOC-OR-04-M14-08,2026-03-23T22:23:38,0.0,40,72.0,SKU-00047,32,putaway,2026-04-30T04:36:50.726872
89e9a023-c711-4dc6-8533-6d0b2940f3a7,DEV-OU-09-002,forklift,WH-SOU-09,ZONE-C,LOC-OU-09-C16-05,2026-02-04T02:43:30,3.3,79,50.6,SKU-00164,12,putaway,2026-04-30T04:36:50.726872
8b8de7ec-d518-47de-bf86-8c7024301bd5,DEV-OR-05-011,pallet_jack,WH-NOR-05,ZONE-C,LOC-OR-05-F09-03,2026-04-16T12:32:30,0.0,96,34.2,SKU-00973,29,picking,2026-04-30T04:36:50.726872
9f7671db-29db-4acb-8e3c-9b5fde6fb55f,DEV-AS-06-012,pallet_jack,WH-EAS-06,ZONE-D,LOC-AS-06-G19-03,2026-02-02T05:32:43,0.0,31,65.1,,0,idle,2026-04-30T04:36:50.726872
